pred_remaining_heat_mean,remaining_heat,horizon_bucket,city
8.88777159171452,7.199999999999999,h9,ATL
1.9849658733218627,2.0,h3,ATL
1.896119510089046,2.0,h3,CHI
0.7271335076727448,0.0,h3,CHI
5.43553514659605,4.0,h7,PAR
0.5104434472411898,0.0,h1,SEA
2.6195905455733,1.5,h8,LON
3.5472420569864087,4.0,h5,CHI
1.337613909234533,0.0,h2,MIA
15.729006144035802,16.0,h9,ANK
0.22114072363981258,1.0,h1,SEL
7.566188314589034,7.0,h8,DAL
6.293641235487529,6.600000000000001,h9,BUE
0.8338893113539995,1.0,h2,WLG
0.9757143609514942,1.2999999999999972,h2,ANK
2.2350019759077004,2.0,h6,WLG
2.138817197370651,2.1999999999999957,h5,MIA
4.528641722428747,3.0,h5,PAR
1.6378553762039942,3.0,h3,SEL
2.366705664355109,2.0,h2,WLG
7.862372738857451,6.100000000000001,h7,ANK
2.5043947363242407,2.0,h8,WLG
3.974873746630225,5.699999999999999,h6,LON
5.640248169772512,6.099999999999998,h5,MIA
5.8609907981340434,1.0,h9,BUE
0.8726688590225932,0.0,h1,NYC
6.42925378729488,6.0,h7,DAL
0.1571885328322643,0.0,h3,WLG
2.6096914199053143,2.1999999999999993,h1,SEA
5.747371655549091,5.0,h5,ANK
6.960763145930422,7.799999999999997,h8,DAL
5.325277618402588,6.0,h8,BUE
4.330394704739765,4.3,h6,TOR
1.0380877924610985,0.9000000000000004,h2,TOR
2.139544347016296,2.9000000000000004,h3,TOR
10.62317491387927,9.0,h9,DAL
0.4551200239461072,1.0,h1,PAR
0.3701524626840862,0.0,h1,CHI
5.461063101421085,5.0,h8,WLG
2.1955460703119853,2.0,h6,MIA
3.583802261754411,2.700000000000001,h1,TOR
0.4111359146463268,0.1999999999999993,h1,LON
2.5098570253654846,1.0,h5,ATL
1.2644112114361448,2.0,h3,PAR
0.6395051330277629,0.0,h2,LON
1.9527332749375588,1.0,h9,WLG
6.097464375822352,6.100000000000001,h7,DAL
4.607829292444191,4.0,h9,NYC
4.100898993752705,3.8999999999999986,h6,MIA
2.622475156108815,4.5,h3,BUE
7.248028128957105,4.5,h8,NYC
6.3128781575471615,4.9999999999999964,h7,CHI
3.3848144972252725,5.600000000000001,h5,TOR
1.179469966335872,0.0,h3,ATL
1.7599538442873837,1.0,h3,ATL
3.532439190610571,3.0,h9,SEL
6.568741635610525,5.200000000000003,h8,ATL
4.992018154807441,4.0,h8,SEA
0.9606485576180009,1.0,h2,SEL
4.099723747739588,2.0,h9,NYC
5.657761018483425,5.0,h7,PAR
1.2687251414872904,0.8000000000000007,h2,LON
0.6044552946047983,0.40000000000000213,h1,ANK
5.424418234163591,4.0,h7,PAR
5.068224349561441,5.0,h6,CHI
3.4494942545864182,4.5,h6,ATL
1.5514024131144204,1.3999999999999986,h4,TOR
0.8993709855563988,0.0,h3,PAR
13.729948603714282,13.0,h7,DAL
10.182710727655639,9.0,h8,PAR
4.5327868232435575,4.0,h7,WLG
1.1578939081363047,1.0,h2,CHI
4.874925161071667,2.0,h6,PAR
1.4286922995931775,2.0,h1,PAR
