city,month,n_days,mean_peak_offset_hours,median_peak_offset_hours,std_peak_offset_hours,p10_peak_offset_hours,p90_peak_offset_hours,mean_abs_peak_offset_hours,median_abs_peak_offset_hours,mean_peak_hour_local,median_peak_hour_local,mean_solar_noon_hour_local,median_solar_noon_hour_local,mean_daily_max_temp,p90_daily_max_temp,mean_n_peak_obs
SEA,10,651,2.3980374352997607,2.5861799530541667,1.6103935239167249,0.5930577382741666,4.074550162255,2.5868933299961228,2.596220464945,15.30705325140809,15.5,12.909015816108424,12.910290543563727,15.23195084485407,19.4,1.8602150537634408
SEA,11,630,2.0909234814703277,2.106567795745,1.9472561093735805,0.061771997605000066,4.111055881474917,2.4262633520428816,2.1134869110041667,14.086826278659611,14.0,11.995903804999886,11.911605097648415,10.334761904761905,14.4,2.0825396825396827
SEA,12,652,2.073468337462187,1.9649340460472222,2.23885588729124,-0.1857140558553332,4.675762424264916,2.4782021425084046,1.9993062245872224,14.15680640763463,14.0,12.083338557075015,12.079344498170693,7.407208588957055,11.7,2.2975460122699385
SEL,1,682,2.1079937184899755,2.2630361490330557,1.615391370935494,0.24791364494222223,3.7903923908544166,2.332068546156371,2.275639703927917,14.822143613554905,15.0,12.714151116961542,12.720309613345908,1.2140762463343109,6.0,3.032258064516129
SEL,2,621,1.9781815158360974,2.194426585471111,1.486699552176207,0.20203492103305554,3.6921886320372224,2.1815503538699237,2.196858684346111,14.779451601359813,15.0,12.801270468929978,12.803000501914902,3.8072463768115945,9.0,2.895330112721417
SEL,3,667,1.5021805321764181,1.6143344710041667,1.3469172384818904,0.22580608345033334,2.847909617001,1.7319564070597755,1.7271840300972223,14.225133683158422,14.4,12.722953329464305,12.726453821264583,9.510344827586206,15.0,2.5112443778110944
SEL,4,630,1.4004851487659713,1.4459182751280555,1.550948409382798,-0.5439306192570833,3.3563849126741667,1.7663048537598516,1.4747394312480555,13.97582275132275,14.0,12.575338736343655,12.570293723142358,15.487301587301587,20.0,2.4126984126984126
SEL,5,651,1.4773749919709878,1.491216676616111,1.559241619119832,-0.5060523339677778,3.481679506217222,1.8112130399734045,1.4942781633291666,13.989059566478922,14.0,12.511685128656122,12.509962748521707,20.89093701996928,25.0,2.3870967741935485
SEL,6,630,1.4787292531560243,1.4443671418995834,1.5334366065951046,-0.10731501271194445,3.389448604938056,1.7835876700902606,1.4696539553930554,14.053645502645503,14.0,12.574916501442239,12.574629622314566,25.155555555555555,28.0,2.4873015873015873
SEL,7,651,1.5405508128664156,1.8195710231380555,1.7507775637653125,-0.6791169134127778,3.3587783501941666,1.970670633684995,1.8216230380130554,14.204486687147977,14.5,12.663937342774004,12.668898536485482,27.93394777265745,32.0,2.7342549923195083
SEL,8,651,1.6783988030711798,1.8323025124091665,1.578830256812778,-0.15184193981583333,3.382923868196111,1.983892478221964,1.8547925015030555,14.319773852193206,14.5,12.641375414859818,12.648606570405127,29.25499231950845,33.0,2.855606758832565
SEL,9,630,1.9541262002602224,2.059804014821111,1.555500716586463,0.4868670017251668,3.525650977917222,2.2233170237957176,2.0925389006380555,14.44245634920635,14.5,12.488330337910723,12.48690120352225,25.6215873015873,29.0,2.742857142857143
SEL,10,651,1.9664452060066342,2.144762320199167,1.3489605960230213,0.6447623201991667,3.60938480092,2.1534892505548924,2.1618955257930557,14.299840843147296,14.5,12.333396307659882,12.32699054356373,19.394777265745006,23.0,2.8325652841781874
SEL,11,630,2.0121417228409664,2.167924254249167,1.736899999261795,0.18616900182975007,3.6460782847361113,2.2945352506441505,2.178610997776111,14.340616402116401,14.5,12.3284768208729,12.321389002223652,11.563492063492063,18.0,2.984126984126984
SEL,12,651,2.0752374775559894,2.0826062245872223,1.9050524899140246,-0.034444567518888886,4.055323722683055,2.399824177416524,2.388489037152222,14.575092592592592,14.5,12.499855785555928,12.496044498170694,3.21505376344086,9.0,2.935483870967742
TOR,1,651,2.019601023579337,2.07898037767,2.9995863044864337,-1.8719340912558333,6.620766970855,2.9589005523073886,2.5249494823661114,14.471838624338625,14.5,12.452237783628208,12.458396280012575,-1.6096774193548389,5.0,1.7112135176651306
TOR,2,593,2.209267651854039,2.4587720176791668,2.5341986679897746,-1.0432419205407222,5.404630871954184,2.839853065165537,2.469116681051111,14.748618605958404,15.0,12.539351154859279,12.541087168581567,-0.9416526138279933,6.0,1.6779089376053964
TOR,3,634,1.9073460436945298,2.485652496813055,2.2600056467061203,-0.5098251774597222,3.9837236116798054,2.5548683355761472,2.5330842552856945,15.015043813529617,15.0,13.107698270561245,13.408247559089428,4.871924290220821,13.170000000000003,1.6198738170347002
TOR,4,600,2.094746477356562,2.6568427543430557,2.2911061116166316,-0.7698260353939994,4.683294666906723,2.708692474362588,2.6850688840691666,15.406456018518517,16.0,13.311709871849931,13.308380389809026,11.594,19.8,1.5466666666666666
TOR,5,620,2.2075116092955036,2.7483700565641667,2.139416820686335,-1.2432443746600002,4.7430708092705,2.7015046812073864,2.7506060398680554,15.457285842293908,16.0,13.249774617023057,13.248049415188374,19.16161290322581,27.110000000000003,1.520967741935484
TOR,6,600,2.3151513949121525,2.6764531646091663,1.9990806426540737,-0.32354683539083334,4.67681632747875,2.6838573245838497,2.683696997406111,15.628194444444443,16.0,13.3130430495325,13.312716288981232,24.274666666666665,30.110000000000003,1.4533333333333334
TOR,7,620,2.2839165883343813,2.5844360642991666,1.729087308913758,0.5814843564711112,4.581484356471111,2.520863270744246,2.584964347591111,15.685959677419355,16.0,13.402043473109552,13.40698520315215,27.22016129032258,31.51,1.4370967741935483
TOR,8,619,2.0942819020360464,2.35137038425,1.5773873857625416,0.2530477306648898,3.6691066377261112,2.2965911845500666,2.5829044814680557,15.473774905761982,15.75,13.379493003726044,13.386693237071794,26.075121163166397,30.2,1.4119547657512117
TOR,9,600,1.8054920044317007,1.827806999848611,1.7071296584584987,-0.20679677087099999,3.756857787674917,2.13046289049193,1.9579286376645832,15.031837037037036,15.0,13.226345297155811,13.224987870188917,22.1115,28.0,1.4733333333333334
TOR,10,620,1.7460548520644803,1.936596930688611,2.091748741678238,-1.0370644182988888,3.9241966810247226,2.2719782582629597,1.9588270062491668,14.812660842293905,15.0,13.066606438258239,13.065077210230394,14.767903225806451,22.0,1.3887096774193548
TOR,11,600,1.8098990116882847,1.9336082356850002,2.343353099671509,-1.0537041158542777,3.9640705205553615,2.366672877224395,1.9579045422830557,13.964833333333333,14.0,12.154934321645193,12.066391764315082,7.595333333333333,15.0,1.4216666666666666
TOR,12,621,2.226594711015139,1.8378733377841667,3.0968980421736143,-1.349597629515,7.369776282912222,3.0416128955940933,2.3574255543000002,14.46480363213455,14.0,12.238209240624638,12.23413116483736,1.6146537842190016,7.7,1.5958132045088567
WLG,1,682,1.4176028705890145,1.484714358250139,2.0956663932060873,-1.0365247805156943,4.153965432224971,2.058960688027147,1.562936708275,14.907465379602478,15.0,13.489864450294876,13.496022946679242,20.651026392961878,24.0,2.772727272727273
WLG,2,620,1.2018483531919302,1.4164725193511112,1.8999435434580354,-0.5838450067888888,3.4212861647522224,1.7814658156129257,1.4244052781672223,14.778828853046596,15.0,13.57698101188753,13.578713835248235,20.901612903225807,24.0,2.782258064516129
WLG,3,666,1.2442295360871576,1.4626642773391667,1.7680060907525363,-0.9029555749430556,3.4480258301461113,1.7815489359786358,1.5259549139505557,14.684331414748081,15.0,13.440102848245386,13.502167154597915,19.294444444444444,23.0,2.834834834834835
WLG,4,630,1.1398310243014809,1.1808693743545833,1.6893977555804063,-0.8123669672369445,2.699026097914167,1.6209119397634122,1.5671083691877778,13.584532627865961,13.5,12.444702863327782,12.346007056475692,17.27936507936508,20.0,3.2984126984126982
WLG,5,651,1.4623782717737672,1.2182343326980556,1.7056321727429156,-0.28637575639083335,3.216847677208056,1.749976178803833,1.4590923918330554,13.749772998805255,13.5,12.287398461989454,12.285676081855039,15.225806451612904,18.0,3.6313364055299537
WLG,6,630,1.3301394796846442,1.2790179066104166,2.015842965524178,-1.3043259080569443,3.6574198777016673,1.891193173930758,1.6242280404641667,13.680764109347443,13.6,12.350629834775573,12.350342955647898,13.145079365079365,16.0,3.657142857142857
WLG,7,651,1.4033056592455782,1.543952385221111,1.8471381454753777,-0.4531906023677778,3.5519453303011113,1.821174061513443,1.5478659642172223,13.842954002389485,14.0,12.439650676107334,12.444611869818818,12.4715821812596,15.0,3.517665130568356
WLG,8,651,1.249743387072281,1.3713962380200002,1.688355514254559,-0.4547221851988889,3.12139623802,1.6891364659225507,1.5664744674280557,13.666829237071171,13.75,12.417088748193148,12.42431990373846,12.980030721966205,15.0,3.3686635944700463
WLG,9,630,1.453315693377232,1.597534171005,1.802450824145044,-0.7456786556818332,3.7123874703391664,1.9026800885658741,1.7095875013655557,13.831643298059966,14.0,12.37832938552977,12.287612529660711,14.168253968253968,17.0,3.246031746031746
WLG,10,651,1.2477350291004237,1.40064440494,2.010548271620322,-1.0854774923858332,3.490060411436111,1.918388529093792,1.8281516405430553,14.355306792968085,14.5,13.107573542682923,13.102703876897062,15.5284178187404,18.0,3.064516129032258
WLG,11,630,1.460232301644783,1.426651562422222,1.9524787829578072,-1.0892090450036944,3.866393590084973,2.000912860854001,1.8751208145722222,14.564421075837743,14.5,13.104190154206233,13.097102335556988,17.44126984126984,20.0,2.9
WLG,12,645,1.4162467248691994,1.620344576405,2.076557284537888,-1.1947417158024445,3.8015277005537222,2.028629470157615,1.7432868416122222,14.69174332472007,15.0,13.275497740828802,13.271757831504026,19.373643410852715,23.0,2.9193798449612403
