feature,importance_mean,importance_std,horizon_bucket
hours_from_solar_peak,0.022362841513616893,0.0,h3
delta_temp_21h,0.019882782413235933,0.0,h3
doy_cos,0.015905944963277685,0.0,h3
wspd,0.015277738235639826,0.0,h3
delta_temp_16h,0.013220510724288426,0.0,h3
delta_temp_12h,0.012099946606374923,0.0,h3
cldc,0.009891945408212144,0.0,h3
delta_temp_15h,0.008737212614459366,0.0,h3
temp_trend_1h,0.008535025871990398,0.0,h3
temp,0.007880980050796071,0.0,h3
solar_heating_efficiency,0.007307760091892046,0.0,h3
delta_temp_10h,0.007098398701761766,0.0,h3
doy_sin,0.006796070561186918,0.0,h3
delta_temp_22h,0.006336773095503956,0.0,h3
delta_temp_9h,0.005859404939218105,0.0,h3
delta_temp_3h,0.0054441847496907725,0.0,h3
solar_elevation_deg,0.004642203890142582,0.0,h3
temp_roll_std_3h,0.004074246035701834,0.0,h3
delta_temp_24h,0.003894489730028483,0.0,h3
pres,0.0038218590840715105,0.0,h3
delta_temp_13h,0.0028156757232277174,0.0,h3
temp_lag_24h,0.002634721533425921,0.0,h3
temp_roll_std_24h,0.0025249204759826283,0.0,h3
yesterday_max_temp,0.002314349904947832,0.0,h3
delta_temp_4h,0.002261071971637163,0.0,h3
temp_roll_std_6h,0.0020272990183702877,0.0,h3
delta_temp_5h,0.0019243744701237242,0.0,h3
wpgt,0.0018914743680420454,0.0,h3
temp_lag_22h,0.0018612675507415632,0.0,h3
delta_temp_7h,0.001636737222043605,0.0,h3
delta_pres_6h,0.0014071749955999469,0.0,h3
delta_temp_6h,0.0014024249442856629,0.0,h3
temp_lag_21h,0.0013321955307747935,0.0,h3
temp_lag_23h,0.0012915734937690715,0.0,h3
delta_cldc_3h,0.0012466138464777288,0.0,h3
temp_lag_9h,0.0012041365556839656,0.0,h3
delta_temp_8h,0.0011780809840135076,0.0,h3
temp_lag_13h,0.0011736627682719103,0.0,h3
delta_temp_11h,0.001171009167701964,0.0,h3
temp_roll_mean_24h,0.0011455364068242435,0.0,h3
temp_lag_2h,0.0010870917861494078,0.0,h3
delta_temp_14h,0.0010413700132683168,0.0,h3
temp_lag_8h,0.0010406692472524348,0.0,h3
temp_lag_20h,0.0010075467369971003,0.0,h3
temp_lag_6h,0.0009225629295427362,0.0,h3
longitude,0.0009197517142024436,0.0,h3
temp_roll_mean_12h,0.0007785067852354999,0.0,h3
coco,0.0007208016463156053,0.0,h3
temp_lag_7h,0.0007097759550508398,0.0,h3
rain_24h_sum,0.0006080803768647725,0.0,h3
temp_lag_18h,0.0005792789697057765,0.0,h3
temp_lag_15h,0.000577812417714263,0.0,h3
delta_temp_2h,0.0005569032704942911,0.0,h3
temp_lag_10h,0.0004943844361949834,0.0,h3
temp_roll_mean_3h,0.0004699087389253842,0.0,h3
temp_lag_5h,0.00041271761869410284,0.0,h3
delta_cldc_1h,0.000397869305916565,0.0,h3
temp_roll_mean_6h,0.0003563612859442955,0.0,h3
temp_lag_19h,0.0003540576713210175,0.0,h3
temp_lag_11h,0.000341294456661867,0.0,h3
temp_lag_16h,0.0003312618260291611,0.0,h3
temp_lag_1h,0.0003268256928024016,0.0,h3
hours_since_rain,0.0003246548853613751,0.0,h3
delta_cldc_6h,0.00022128779388097541,0.0,h3
delta_pres_3h,0.0002026175604228353,0.0,h3
temp_lag_3h,0.00017780072501860644,0.0,h3
temp_lag_17h,0.00010556265167094292,0.0,h3
temp_lag_12h,8.656304295340256e-05,0.0,h3
rain_3h_sum,8.581323497580673e-05,0.0,h3
latitude,2.1121094243903293e-05,0.0,h3
prcp,0.0,0.0,h3
is_raining,0.0,0.0,h3
delta_temp_1h,0.0,0.0,h3
is_us_airport,0.0,0.0,h3
is_coastal_airport,0.0,0.0,h3
is_daylight,0.0,0.0,h3
rain_6h_sum,-6.886142082085378e-05,0.0,h3
rain_12h_sum,-8.273065103669985e-05,0.0,h3
temp_lag_14h,-8.628392791254491e-05,0.0,h3
temp_lag_4h,-0.0006108543554328438,0.0,h3
delta_pres_1h,-0.001369422453089908,0.0,h3
solar_hour_angle_deg,0.13609202904513162,0.0,h2
delta_temp_19h,0.08639698850304667,0.0,h2
delta_temp_18h,0.07019541110542926,0.0,h2
city,0.06288992545514338,0.0,h2
delta_temp_20h,0.05005046280164793,0.0,h2
rhum,0.0303104160827804,0.0,h2
temp_trend_1h,0.025097576169928915,0.0,h2
delta_temp_17h,0.021968187161606756,0.0,h2
delta_temp_21h,0.02138898347041307,0.0,h2
delta_temp_2h,0.019200978927275014,0.0,h2
temp_roll_std_12h,0.01863276921782453,0.0,h2
solar_elevation_deg,0.015714572136274918,0.0,h2
wspd,0.013643148866042232,0.0,h2
delta_temp_4h,0.01322669851684799,0.0,h2
delta_temp_16h,0.010121379673838526,0.0,h2
hours_from_solar_peak,0.009594153074977685,0.0,h2
doy_cos,0.009261915879485771,0.0,h2
wdir,0.00917614523806265,0.0,h2
delta_temp_22h,0.008508079288399584,0.0,h2
temp_roll_std_6h,0.0083839988747344,0.0,h2
delta_temp_3h,0.0076031216470615615,0.0,h2
delta_temp_11h,0.0075523570395801265,0.0,h2
delta_temp_14h,0.007341546770899932,0.0,h2
delta_temp_12h,0.006187817147313868,0.0,h2
temp_roll_std_24h,0.006019957814167309,0.0,h2
doy_sin,0.005046647520381975,0.0,h2
delta_temp_9h,0.004828911817074566,0.0,h2
delta_temp_13h,0.004122959967174156,0.0,h2
delta_temp_8h,0.003291950203818783,0.0,h2
temp_roll_std_3h,0.003082436205893213,0.0,h2
cldc,0.0029866453946415517,0.0,h2
delta_temp_23h,0.0029594776637126285,0.0,h2
temp_lag_2h,0.0022410990375000273,0.0,h2
delta_temp_5h,0.002215910854714398,0.0,h2
delta_pres_1h,0.002131401283940959,0.0,h2
delta_temp_7h,0.0019903160052039404,0.0,h2
longitude,0.0018503071665509907,0.0,h2
delta_pres_6h,0.0015859131009701155,0.0,h2
temp_lag_3h,0.0014926046680187044,0.0,h2
delta_temp_10h,0.0014891360741238202,0.0,h2
temp_roll_mean_6h,0.0013033550405847638,0.0,h2
delta_pres_3h,0.001179104121148522,0.0,h2
temp_lag_21h,0.0010934038218154418,0.0,h2
yesterday_max_temp,0.0010041416548456361,0.0,h2
temp_roll_mean_3h,0.0009975556091983417,0.0,h2
delta_temp_24h,0.0009872008984362912,0.0,h2
delta_temp_15h,0.0009374771228706225,0.0,h2
delta_temp_6h,0.0008518993506865247,0.0,h2
temp_lag_11h,0.0007896749080105181,0.0,h2
temp_lag_22h,0.0007891351431902338,0.0,h2
pres,0.0006501683575552697,0.0,h2
temp_roll_mean_12h,0.0005655737169095731,0.0,h2
temp_lag_24h,0.0004897680316361397,0.0,h2
temp_lag_9h,0.00045025995375369554,0.0,h2
temp,0.00044979185367000074,0.0,h2
temp_lag_1h,0.000364172198700774,0.0,h2
temp_lag_10h,0.00035073454962986084,0.0,h2
temp_lag_23h,0.0003312457171560368,0.0,h2
temp_lag_4h,0.00031633792390861615,0.0,h2
temp_lag_8h,0.00030671130238979494,0.0,h2
temp_lag_16h,0.00025147535838854207,0.0,h2
latitude,0.0001903495084814022,0.0,h2
solar_heating_efficiency,0.00014208002165072564,0.0,h2
temp_lag_6h,0.00012292746353237405,0.0,h2
temp_lag_12h,0.00011573110224960548,0.0,h2
temp_lag_17h,0.00010689085035642254,0.0,h2
temp_lag_13h,8.116467414631678e-05,0.0,h2
prcp,6.165515621592288e-05,0.0,h2
rain_3h_sum,3.595476781304008e-05,0.0,h2
delta_cldc_6h,3.301009618172923e-05,0.0,h2
temp_lag_7h,4.347487104539027e-06,0.0,h2
delta_temp_1h,0.0,0.0,h2
is_daylight,0.0,0.0,h2
is_raining,0.0,0.0,h2
is_us_airport,0.0,0.0,h2
rain_12h_sum,0.0,0.0,h2
is_coastal_airport,0.0,0.0,h2
temp_lag_18h,-5.7397007674597766e-05,0.0,h2
temp_lag_15h,-6.780894830005213e-05,0.0,h2
delta_cldc_1h,-0.00011135959468577816,0.0,h2
rain_6h_sum,-0.00013281565804068585,0.0,h2
temp_lag_19h,-0.00019224400105377626,0.0,h2
rain_24h_sum,-0.00026091991977317264,0.0,h2
wpgt,-0.00026692802157890494,0.0,h2
hours_since_rain,-0.00027160015395633064,0.0,h2
temp_lag_14h,-0.00031881283576384867,0.0,h2
temp_lag_5h,-0.00032076082591581123,0.0,h2
temp_roll_mean_24h,-0.000452835739813473,0.0,h2
temp_lag_20h,-0.0005017755694523007,0.0,h2
delta_cldc_3h,-0.0009352239219591052,0.0,h2
coco,-0.0015273860269809925,0.0,h2
solar_hour_angle_deg,0.1182889076382741,0.0,h1
delta_temp_20h,0.10668277087157901,0.0,h1
delta_temp_19h,0.0962081583060001,0.0,h1
temp_trend_1h,0.07733622993731676,0.0,h1
delta_temp_2h,0.050421382171461915,0.0,h1
city,0.044051925410931336,0.0,h1
delta_temp_3h,0.03030148330557264,0.0,h1
rhum,0.02907914162980768,0.0,h1
delta_temp_22h,0.02626630740104846,0.0,h1
delta_temp_21h,0.021946953041585227,0.0,h1
delta_temp_18h,0.01909922546713655,0.0,h1
delta_temp_4h,0.01691396183897742,0.0,h1
temp_roll_std_3h,0.01165523843395777,0.0,h1
delta_temp_5h,0.011647679805290245,0.0,h1
solar_elevation_deg,0.011507740086732499,0.0,h1
doy_cos,0.01055533453189067,0.0,h1
delta_temp_14h,0.00934153344967803,0.0,h1
wdir,0.008931125464139156,0.0,h1
delta_temp_15h,0.008360152974107804,0.0,h1
delta_temp_23h,0.00814084328379916,0.0,h1
temp_roll_std_12h,0.006254300920320199,0.0,h1
wspd,0.005160739734760111,0.0,h1
temp_roll_std_6h,0.0049924163371246055,0.0,h1
hours_from_solar_peak,0.004760622155521976,0.0,h1
delta_temp_12h,0.004605258322827266,0.0,h1
delta_temp_11h,0.003993871402452331,0.0,h1
delta_temp_24h,0.003588715056027647,0.0,h1
delta_temp_13h,0.0035736824182893145,0.0,h1
delta_temp_16h,0.0034624257840604744,0.0,h1
delta_temp_9h,0.003363647196887476,0.0,h1
temp_roll_std_24h,0.003149972892502295,0.0,h1
doy_sin,0.0031408988891115097,0.0,h1
delta_temp_17h,0.002749727191324436,0.0,h1
delta_pres_3h,0.0026303004812109343,0.0,h1
cldc,0.0020673249271893623,0.0,h1
delta_temp_10h,0.0018231705539151766,0.0,h1
delta_temp_6h,0.0017193587261224996,0.0,h1
temp_lag_22h,0.0015601167941733385,0.0,h1
longitude,0.0015467441987542796,0.0,h1
rain_24h_sum,0.0014495725652006186,0.0,h1
delta_temp_7h,0.0014421961087537905,0.0,h1
delta_pres_6h,0.0011821095290741601,0.0,h1
delta_cldc_1h,0.0009700948776332763,0.0,h1
coco,0.000937724450162547,0.0,h1
delta_temp_8h,0.0008838554124320774,0.0,h1
temp_lag_24h,0.0007921450838351274,0.0,h1
yesterday_max_temp,0.0006532850789924827,0.0,h1
temp_lag_18h,0.0006136548742110004,0.0,h1
temp_lag_23h,0.0005010680752593477,0.0,h1
temp,0.0004296391974019653,0.0,h1
temp_roll_mean_3h,0.00041014940866851424,0.0,h1
temp_lag_6h,0.00036501327223603663,0.0,h1
rain_3h_sum,0.00023840031694116748,0.0,h1
delta_cldc_3h,0.00022654150906792347,0.0,h1
pres,0.00016694397680561135,0.0,h1
temp_lag_4h,0.00016421531037846826,0.0,h1
temp_lag_14h,0.0001398721736493025,0.0,h1
delta_cldc_6h,8.93871510173061e-05,0.0,h1
solar_heating_efficiency,8.654601981000765e-05,0.0,h1
temp_lag_7h,8.583054195088202e-05,0.0,h1
latitude,8.050990212071785e-05,0.0,h1
temp_lag_11h,6.15629951966068e-05,0.0,h1
wpgt,3.4117371371211735e-05,0.0,h1
temp_lag_5h,3.4108978682168e-05,0.0,h1
temp_lag_21h,2.9293911194494537e-05,0.0,h1
is_daylight,2.2770328783117133e-05,0.0,h1
hours_since_rain,1.4324177957381057e-05,0.0,h1
temp_lag_10h,3.639980244440899e-07,0.0,h1
is_raining,0.0,0.0,h1
is_coastal_airport,0.0,0.0,h1
is_us_airport,0.0,0.0,h1
delta_temp_1h,0.0,0.0,h1
temp_lag_12h,-8.683748484727971e-07,0.0,h1
temp_lag_17h,-2.01458331849369e-05,0.0,h1
temp_lag_2h,-2.7148197566995158e-05,0.0,h1
prcp,-3.2732342518826396e-05,0.0,h1
rain_6h_sum,-5.4980108504132374e-05,0.0,h1
temp_lag_13h,-6.977640018424047e-05,0.0,h1
rain_12h_sum,-7.923504503504208e-05,0.0,h1
temp_lag_8h,-9.086033410565797e-05,0.0,h1
temp_lag_15h,-0.00012565363436772836,0.0,h1
temp_lag_16h,-0.00014849190300791903,0.0,h1
temp_lag_9h,-0.00015251592045811835,0.0,h1
temp_lag_3h,-0.00018543555516964405,0.0,h1
temp_lag_20h,-0.00022878467536752156,0.0,h1
temp_lag_1h,-0.0002417836665296602,0.0,h1
temp_roll_mean_6h,-0.0002807002782906909,0.0,h1
temp_roll_mean_24h,-0.0003410673147637433,0.0,h1
delta_pres_1h,-0.0004035539290502266,0.0,h1
temp_lag_19h,-0.0005210786282584534,0.0,h1
temp_roll_mean_12h,-0.0006344701357616223,0.0,h1
